,date,open,close,high,low,adj close,volume
0,2011-09-26,14.28071403503418,14.39892864227295,14.427857398986816,13.975000381469728,12.32943630218506,812876400.0
1,2011-09-27,14.59749984741211,14.259285926818848,14.616070747375488,14.216428756713867,12.209861755371094,632497600.0
2,2011-09-28,14.292499542236328,14.178929328918455,14.419285774230955,14.161070823669434,12.141051292419434,429637600.0
3,2011-09-29,14.354286193847656,13.948928833007812,14.364643096923828,13.793213844299316,11.94410800933838,651086800.0
4,2011-09-30,13.825714111328123,13.618571281433104,13.88892936706543,13.613571166992188,11.66123390197754,547640800.0
5,2011-10-03,13.584643363952637,13.378570556640623,13.665714263916016,13.327500343322754,11.455727577209473,669099200.0
6,2011-10-04,13.3774995803833,13.303570747375488,13.635713577270508,12.651429176330566,11.391508102416992,1233677200.0
7,2011-10-05,13.137857437133787,13.508929252624512,13.5649995803833,12.867856979370115,11.567344665527344,786469600.0
8,2011-10-06,13.333213806152344,13.477499961853027,13.742142677307127,13.278571128845217,11.54043674468994,812582400.0
9,2011-10-07,13.420714378356934,13.20714282989502,13.490714073181152,13.160357475280762,11.308937072753906,535458000.0
10,2011-10-10,13.538928985595703,13.88607120513916,13.88607120513916,13.50749969482422,11.890287399291992,442514800.0
11,2011-10-11,14.020357131958008,14.29607105255127,14.399286270141602,13.98214340209961,12.24135971069336,605687600.0
12,2011-10-12,14.547857284545898,14.36392879486084,14.616070747375488,14.290714263916016,12.299466133117676,622286000.0
13,2011-10-13,14.463570594787598,14.586786270141602,14.586786270141602,14.387499809265137,12.490291595458984,426185200.0
14,2011-10-14,14.886786460876465,15.071429252624512,15.071429252624512,14.83107089996338,12.905278205871582,573367200.0
15,2011-10-17,15.062143325805664,14.999643325805664,15.239286422729492,14.854999542236328,12.84381103515625,686044800.0
16,2011-10-18,15.062856674194336,15.079999923706056,15.171786308288574,14.856785774230955,12.91261863708496,881602400.0
17,2011-10-19,14.333929061889648,14.23642921447754,14.58642864227295,14.20714282989502,12.190289497375488,1104059600.0
18,2011-10-20,14.285714149475098,14.118213653564451,14.298213958740234,14.07892894744873,12.089066505432127,549270400.0
19,2011-10-21,14.217857360839844,14.031070709228516,14.255000114440918,13.95535659790039,12.014447212219238,621244400.0
20,2011-10-24,14.149286270141602,14.491786003112791,14.51785659790039,14.121429443359377,12.408943176269531,502138000.0
21,2011-10-25,14.465356826782228,14.20607089996338,14.51964282989502,14.192143440246582,12.16429615020752,430427200.0
22,2011-10-26,14.348570823669434,14.307143211364746,14.376786231994627,14.041070938110352,12.250839233398438,456304800.0
23,2011-10-27,14.555713653564451,14.453213691711426,14.60714340209961,14.353214263916016,12.3759183883667,494664800.0
24,2011-10-28,14.39285659790039,14.462499618530272,14.512499809265137,14.375356674194336,12.383870124816896,322842800.0
25,2011-10-31,14.372142791748049,14.456428527832031,14.618928909301758,14.323213577270508,12.378666877746582,385501200.0
26,2011-11-01,14.193214416503906,14.161070823669434,14.26785659790039,14.043571472167969,12.125762939453123,531790000.0
27,2011-11-02,14.288928985595703,14.193214416503906,14.30142879486084,14.11107063293457,12.153284072875977,327350800.0
28,2011-11-03,14.2524995803833,14.395357131958008,14.407142639160156,14.119999885559082,12.326375961303713,441386400.0
29,2011-11-04,14.358214378356934,14.294285774230955,14.408571243286133,14.255714416503906,12.23983097076416,302229200.0
30,2011-11-07,14.282500267028809,14.276070594787598,14.285714149475098,14.147500038146973,12.224234580993652,270275600.0
31,2011-11-08,14.364643096923828,14.508213996887209,14.571429252624512,14.341428756713867,12.423011779785156,400442000.0
32,2011-11-09,14.177499771118164,14.117142677307127,14.317500114440918,14.07964324951172,12.08814811706543,558684000.0
33,2011-11-10,14.179642677307127,13.757857322692873,14.186071395874023,13.64821434020996,11.780502319335938,744752400.0
34,2011-11-11,13.807499885559082,13.73642921447754,13.882143020629885,13.580714225769045,11.762152671813965,653786000.0
35,2011-11-14,13.697142601013184,13.545000076293944,13.758929252624512,13.507143020629885,11.59823513031006,432905200.0
36,2011-11-15,13.600000381469728,13.886786460876465,13.910714149475098,13.551786422729492,11.890898704528809,430810800.0
